id,route,milepost_from,segment_from,milepost_to,segment_to,effective_date,jurisdiction_left,jurisdiction_left_code,jurisdiction_right,jurisdiction_right_code,comments,user_update,year
54755,,2,002136,9.44,002136,2/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54756,,2,002137,3.465,002137,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54757,,2,002152,3.457,002152,2/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54758,,2,002153,3.091,002153,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54759,,2,002154,2.933,002154,2/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54760,,2,002157,2.664,002157,4/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54761,,2,002584,2.56,002584,6/26/2007,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54762,,2,002728,2.785,002728,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54763,,2,002738,4.05,002738,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54764,,2,002739,2.834,002739,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54765,,2,002743,2.636,002743,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54766,,2,002744,2.805,002744,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54767,,2,002745,2.755,002745,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54768,,2,002746,3.167,002746,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54769,,2,002747,3.05,002747,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54770,,2,002748,3.316,002748,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54771,,2,002749,4.066,002749,6/26/2007,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54772,,2,002751,2.3,002751,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54773,,2,002752,2.427,002752,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54774,,2,002755,10.416,002755,4/15/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54775,,2,002756,2.682,002756,5/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54776,,2,002757,2.9,002757,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54777,,2,002758,2.455,002758,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54778,,2,002762,2.436,002762,4/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54779,,2,002815,4.046,002815,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54780,,2,004070,8.816,004070,12/31/1984,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54781,,2,004314,2.015,004314,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54782,,2,004548,2.974,004548,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54783,,2,010102,2.324,010102,5/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54784,,2.004,004875,4.097,004875,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54785,,2.005,002550,3.837,002550,7/1/2010,Nampa,2780,Nampa,2780,,SYSTEM,2013
54786,,2.01,004543,4.52,004543,12/22/1981,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54787,,2.01,004552,2.31,004552,1/1/2011,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54788,,2.015,004314,2.44,004314,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54789,,2.015,007830,14.237,007830,1/19/2009,Valley County,430,Valley County,430,,SYSTEM,2013
54790,,2.021,003160,2.058,003160,9/1/2006,Bannock County,30,Bannock County,30,,SYSTEM,2013
54791,,2.04,003220,2.074,003220,1/1/2010,Chubbuck,1800,Chubbuck,1800,,SYSTEM,2013
54792,,2.042,002005,5.017,002005,6/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54793,,2.046,003950,4.212,003950,11/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54794,,2.07,006310,12.015,006310,12/31/2008,North Latah Hd,1270,North Latah Hd,1270,,SYSTEM,2013
54795,,2.074,004603,8.469,004603,6/1/2011,Bannock County,30,Bannock County,30,,SYSTEM,2013
54796,,2.098,004554,2.363,004554,6/26/2007,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54797,,2.1,008501,2.625,008501,1/1/2010,Coeur D'Alene,1840,Coeur D'Alene,1840,,SYSTEM,2013
54798,,2.118,003330,2.216,003330,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2013
54799,,2.125,011076,2.3,011076,11/23/1987,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54800,,2.134,004820,3.106,004820,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54801,,2.136,005000,5.241,005000,12/12/2003,Burley Hd,880,Burley Hd,880,,SYSTEM,2013
54802,,2.149,005930,2.256,005930,1/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54803,,2.159,007010,2.275,007010,10/4/2013,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54804,,2.16,004315,9.28,004315,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54805,,2.201,006440,2.308,006440,12/31/2008,Moscow,2720,Moscow,2720,,SYSTEM,2013
54806,,2.205,005910,3.798,005910,6/1/2010,Post Falls,3020,Post Falls,3020,,SYSTEM,2013
54807,,2.213,003160,3.107,003160,9/1/2006,Bannock County,30,Bannock County,30,,SYSTEM,2013
54808,,2.216,003330,3.34,003330,12/1/2010,Bannock County,30,Bannock County,30,,SYSTEM,2013
54809,,2.222,002919,2.548,002919,12/31/2008,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54810,,2.229,000105,5.377,000105,9/1/2010,Minidoka Hd,1220,Minidoka Hd,1220,,SYSTEM,2013
54811,,2.23,000106,2.623,000106,5/21/2003,Rupert,3150,Rupert,3150,,SYSTEM,2013
54812,,2.233,004560,2.411,004560,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54813,,2.25,007230,3.504,007230,12/12/2003,Payette County,380,Payette County,380,,SYSTEM,2013
54814,,2.256,005930,2.318,005930,1/1/2010,Post Falls,3020,Post Falls,3020,,SYSTEM,2013
54815,,2.259,004528,2.51,004528,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54816,,2.27,005130,2.95,005130,7/1/2010,Burley Hd,880,Burley Hd,880,,SYSTEM,2013
54817,,2.275,A07010,2.438,A07010,10/4/2013,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54818,,2.275,D07010,2.429,D07010,10/4/2013,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54819,,2.295,008260,4.359,008260,12/2/2008,Payette County,380,Payette County,380,,SYSTEM,2013
54820,,2.3,011076,2.338,011076,8/19/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54821,,2.31,004552,5.803,004552,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54822,,2.311,006620,14.587,006620,1/1/2010,Madison County,330,Madison County,330,,SYSTEM,2013
54823,,2.318,005930,2.391,005930,1/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54824,,2.322,003980,3.109,003980,12/15/2012,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54825,,2.325,004740,9.311,004740,4/20/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54826,,2.348,000103,3.468,000103,9/1/2010,Minidoka Hd,1220,Minidoka Hd,1220,,SYSTEM,2013
54827,,2.35,005620,4.57,005620,1/1/1989,Hagerman Hd,1100,Hagerman Hd,1100,,SYSTEM,2013
54828,,2.355,005970,5.089,005970,1/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54829,,2.363,004554,3.625,004554,6/26/2007,Nampa,2780,Nampa,2780,,SYSTEM,2013
54830,,2.383,007010,3.582,007010,10/4/2013,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54831,,2.391,005930,2.444,005930,1/1/2010,Post Falls,3020,Post Falls,3020,,SYSTEM,2013
54832,,2.393,003840,2.455,003840,7/1/2010,Bonner County,90,Bonner County,90,,SYSTEM,2013
54833,,2.401,004390,2.579,004390,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54834,,2.406,003960,3.22,003960,11/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54835,,2.411,004560,2.635,004560,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54836,,2.42,008220,2.86,008220,1/1/1978,Spencer,3250,Spencer,3250,,SYSTEM,2013
54837,,2.43,007620,3.186,007620,11/1/2010,"Twin Falls, City of",3370,"Twin Falls, City of",3370,,SYSTEM,2013
54838,,2.44,004314,3.987,004314,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54839,,2.444,005930,2.578,005930,1/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54840,,2.455,003840,2.658,003840,7/1/2010,Dover,1958,Dover,1958,,SYSTEM,2013
54841,,2.481,007710,4.663,007710,10/16/2006,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2013
54842,,2.488,007090,4.568,007090,1/1/1978,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54843,,2.5,000108,3.718,000108,3/1/1983,Rupert,3150,Rupert,3150,,SYSTEM,2013
54844,,2.5,002761,3.343,002761,4/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54845,,2.508,006080,6,006080,1/1/2010,Hayden,2270,Hayden,2270,,SYSTEM,2013
54846,,2.51,004528,3.402,004528,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54847,,2.516,004610,2.893,004610,7/1/2010,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54848,,2.517,004320,3.002,004320,9/1/2006,Ammon,1560,Ammon,1560,,SYSTEM,2013
54849,,2.518,005730,10.132,005730,12/20/2009,Union Independent Hd,1420,Union Independent Hd,1420,,SYSTEM,2013
54850,,2.525,006730,5.17,006730,1/1/1978,Nez Perce County,350,Nez Perce County,350,,SYSTEM,2013
54851,,2.532,003940,6.525,003940,6/28/2004,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54852,,2.542,003970,3.186,003970,12/1/2010,Ammon,1560,Ammon,1560,,SYSTEM,2013
54853,,2.548,006340,4.213,006340,2/3/2010,North Latah Hd,1270,North Latah Hd,1270,,SYSTEM,2013
54854,,2.56,002584,2.68,002584,6/26/2007,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54855,,2.578,005930,2.727,005930,1/1/2010,Post Falls,3020,Post Falls,3020,,SYSTEM,2013
54856,,2.579,004390,2.886,004390,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54857,,2.58,004210,7.3,004210,1/1/1978,Jefferson County,260,Jefferson County,260,,SYSTEM,2013
54858,,2.631,005520,4.02,005520,7/1/1986,Weston,3460,Weston,3460,,SYSTEM,2013
54859,,2.635,004560,3.034,004560,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54860,,2.658,003840,3.704,003840,7/1/2010,Bonner County,90,Bonner County,90,,SYSTEM,2013
54861,,2.664,003100,13.125,003100,12/1/2010,Bannock County,30,Bannock County,30,,SYSTEM,2013
54862,,2.68,002584,3,002584,6/26/2007,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54863,,2.68,005260,26.29,005260,1/1/1978,Clearwater County,180,Clearwater County,180,,SYSTEM,2013
54864,,2.727,005930,2.795,005930,1/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54865,,2.731,005860,13.629,005860,6/20/2008,Hillsdale Hd,1120,Hillsdale Hd,1120,,SYSTEM,2013
54866,,2.749,002580,3.626,002580,1/1/2010,Nampa,2780,Nampa,2780,,SYSTEM,2013
54867,,2.782,006790,3.579,006790,6/12/2002,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54868,,2.795,003850,4.012,003850,4/19/2010,Sandpoint Independent Hd,1370,Sandpoint Independent Hd,1370,,SYSTEM,2013
54869,,2.795,005930,4.2,005930,1/1/2010,Post Falls,3020,Post Falls,3020,,SYSTEM,2013
54870,,2.81,004538,3.786,004538,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54871,,2.811,007330,2.958,007330,10/15/2010,"Payette, City of",2940,"Payette, City of",2940,,SYSTEM,2013
54872,,2.826,005430,3.071,005430,10/1/2010,Mountain Home,2730,Mountain Home,2730,,SYSTEM,2013
54873,,2.833,004000,2.968,004000,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54874,,2.853,007580,6.104,007580,12/16/2010,Filer Hd,1020,Filer Hd,1020,,SYSTEM,2013
54875,,2.856,005320,2.99,005320,3/30/2010,Mountain Home Hd,1230,Mountain Home Hd,1230,,SYSTEM,2013
54876,,2.86,008220,16.176,008220,1/1/1978,Clark County,170,Clark County,170,,SYSTEM,2013
54877,,2.886,004390,3.079,004390,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54878,,2.893,004610,3.266,004610,7/1/2010,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54879,,2.921,006020,4.063,006020,9/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54880,,2.942,001270,4.075,001270,7/17/2011,American Falls,1550,American Falls,1550,,SYSTEM,2013
54881,,2.943,001810,2.994,001810,9/1/2011,Worley Hd,1480,Worley Hd,1480,,SYSTEM,2013
54882,,2.95,005130,2.998,005130,7/1/2010,Burley,1720,Burley,1720,,SYSTEM,2013
54883,,2.967,005750,6.032,005750,1/19/2010,Cottonwood Hd,930,Cottonwood Hd,930,,SYSTEM,2013
54884,,2.968,004000,3.672,004000,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54885,,2.973,007720,3.261,007720,2/9/2009,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2013
54886,,2.99,003580,3.55,003580,1/1/1978,Shelley,3210,Shelley,3210,,SYSTEM,2013
54887,,2.994,032923,3.043,032923,9/1/2011,Worley Hd,1480,Worley Hd,1480,,SYSTEM,2013
54888,,3,002579,5.216,002579,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54889,,3,002584,6.085,002584,6/26/2007,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54890,,3,002595,14.291,002595,8/31/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54891,,3,002605,12.789,002605,4/28/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54892,,3,002734,3.969,002734,6/26/2007,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54893,,3,002804,3.534,002804,2/12/2004,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54894,,3,002816,3.5,002816,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54895,,3.002,004320,3.479,004320,9/1/2006,Ammon,1560,Ammon,1560,,SYSTEM,2013
54896,,3.012,004690,3.262,004690,1/1/2011,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54897,,3.034,004560,5.781,004560,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54898,,3.051,002600,12.254,002600,2/12/2004,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54899,,3.071,005430,4.097,005430,10/1/2010,Mountain Home Hd,1230,Mountain Home Hd,1230,,SYSTEM,2013
54900,,3.079,004390,3.305,004390,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54901,,3.106,004820,4.114,004820,1/1/2011,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54902,,3.109,030725,3.947,030725,12/15/2012,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54903,,3.115,002573,10.024,002573,7/1/2009,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54904,,3.142,005820,14.32,005820,3/16/2009,Madison County,330,Madison County,330,,SYSTEM,2013
54905,,3.154,005980,5.019,005980,9/1/2009,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54906,,3.176,006520,7.223,006520,12/1/2011,Central Hd,900,Central Hd,900,,SYSTEM,2013
54907,,3.178,001030,4.929,001030,1/1/1978,Glenns Ferry Hd,1040,Glenns Ferry Hd,1040,,SYSTEM,2013
54908,,3.186,003970,6.978,003970,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54909,,3.186,007620,5.669,007620,11/1/2010,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2013
54910,,3.2,000112,5.099,000112,9/1/2010,Minidoka Hd,1220,Minidoka Hd,1220,,SYSTEM,2013
54911,,3.204,005900,4.715,005900,1/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54912,,3.219,004090,10.018,004090,11/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54913,,3.223,004527,3.343,004527,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54914,,3.225,004542,4.006,004542,1/1/2011,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54915,,3.233,004525,3.892,004525,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54916,,3.245,007409,3.529,007409,11/2/1987,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54917,,3.261,007720,3.464,007720,2/9/2009,"Twin Falls, City of",3370,"Twin Falls, City of",3370,,SYSTEM,2013
54918,,3.262,004690,6.535,004690,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54919,,3.284,008590,6.774,008590,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2013
54920,,3.286,003960,16.488,003960,11/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54921,,3.291,002750,3.956,002750,12/12/2003,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54922,,3.305,004390,3.507,004390,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54923,,3.31,004710,6.013,004710,6/26/2007,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54924,,3.317,003090,8.074,003090,12/1/2010,Bannock County,30,Bannock County,30,,SYSTEM,2013
54925,,3.343,004527,3.528,004527,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54926,,3.402,004528,3.572,004528,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54927,,3.403,005720,8.122,005720,12/20/2009,Greencreek Hd,1090,Greencreek Hd,1090,,SYSTEM,2013
54928,,3.432,004557,4.495,004557,2/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54929,,3.464,007720,18.214,007720,2/9/2009,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2013
54930,,3.478,003910,3.881,003910,11/9/2009,Bonneville County,100,Ucon,3380,,SYSTEM,2013
54931,,3.479,004320,3.484,004320,9/1/2006,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54932,,3.484,004320,3.608,004320,9/1/2006,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54933,,3.495,004522,4.502,004522,6/26/2007,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54934,,3.497,007730,3.994,007730,2/9/2009,"Twin Falls, City of",3370,"Twin Falls, City of",3370,,SYSTEM,2013
54935,,3.5,002817,4,002817,4/1/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54936,,3.5,006570,9.324,006570,8/2/2013,Richfield Hd #1,1360,Richfield Hd #1,1360,,SYSTEM,2013
54937,,3.507,004390,3.722,004390,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54938,,3.518,004160,5.742,004160,12/1/2010,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54939,,3.523,005280,9.4,005280,1/1/1978,Unknown,1520,Unknown,1520,,SYSTEM,2013
54940,,3.54,013854,3.739,013854,7/17/2009,Sandpoint Independent Hd,1370,Sandpoint Independent Hd,1370,,SYSTEM,2013
54941,,3.542,006402,5.034,006402,1/1/2010,North Latah Hd,1270,North Latah Hd,1270,,SYSTEM,2013
54942,,3.567,007150,3.856,007150,1/1/1978,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54943,,3.572,004528,4.529,004528,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54944,,3.579,006790,9.327,006790,6/12/2002,Nez Perce County,350,Nez Perce County,350,,SYSTEM,2013
54945,,3.582,007010,3.627,007010,9/1/2004,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54946,,3.599,002231,12.293,002231,6/2/2009,Blaine County,70,Blaine County,70,,SYSTEM,2013
54947,,3.608,004320,3.624,004320,9/1/2006,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54948,,3.624,004320,4.057,004320,9/1/2006,Ammon,1560,Ammon,1560,,SYSTEM,2013
54949,,3.625,004554,4.375,004554,6/26/2007,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54950,,3.626,002580,3.971,002580,1/1/2010,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54951,,3.659,006990,4.124,006990,3/5/2009,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
54952,,3.672,004000,5.191,004000,12/1/2010,Ammon,1560,Ammon,1560,,SYSTEM,2013
54953,,3.682,004510,3.82,004510,1/1/1978,Notus-Parma Hd #2,1280,Notus-Parma Hd #2,1280,,SYSTEM,2013
54954,,3.695,005570,5.401,005570,1/1/1978,Emmett,2040,Emmett,2040,,SYSTEM,2013
54955,,3.722,004390,9.565,004390,12/1/2010,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54956,,3.758,002690,5.196,002690,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54957,,3.786,004538,3.919,004538,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54958,,3.798,005910,5.799,005910,6/1/2010,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2013
54959,,3.82,004510,3.98,004510,1/1/1978,Notus,2830,Notus,2830,,SYSTEM,2013
54960,,3.857,002550,9.527,002550,7/1/2010,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
54961,,3.868,002400,3.98,002400,7/30/1992,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54962,,3.892,004525,4.107,004525,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54963,,3.904,002810,4.574,002810,4/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54964,,3.914,002571,4.294,002571,7/21/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54965,,3.919,004538,4.071,004538,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54966,,3.928,005550,8.407,005550,1/1/2010,Fremont County,220,Fremont County,220,,SYSTEM,2013
54967,,3.939,007260,3.952,007260,10/15/2010,Payette County,380,Payette County,380,,SYSTEM,2013
54968,,3.952,007260,4.716,007260,10/15/2010,"Payette, City of",2940,"Payette, City of",2940,,SYSTEM,2013
54969,,3.953,003980,7.48,003980,12/15/2012,Idaho Falls,2370,Idaho Falls,2370,,SYSTEM,2013
54970,,3.966,001665,4.822,001665,5/20/2013,Shoshone County,400,Shoshone County,400,,SYSTEM,2013
54971,,3.971,002580,4.399,002580,1/1/2010,Nampa,2780,Nampa,2780,,SYSTEM,2013
54972,,3.982,003740,4.55,003740,1/1/1997,Blaine County,70,Blaine County,70,,SYSTEM,2013
54973,,4,002583,4.642,002583,3/11/1983,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54974,,4,002803,4.396,002803,5/1/1997,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54975,,4.006,004542,5.019,004542,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54976,,4.053,002806,4.954,002806,3/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54977,,4.057,004320,4.224,004320,9/1/2006,Bonneville County,100,Bonneville County,100,,SYSTEM,2013
54978,,4.063,006020,4.542,006020,9/1/2010,Coeur D'Alene,1840,Coeur D'Alene,1840,,SYSTEM,2013
54979,,4.071,004538,4.325,004538,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54980,,4.076,004540,4.476,004540,6/16/2008,Golden Gate Hd,1050,Golden Gate Hd,1050,,SYSTEM,2013
54981,,4.079,003850,4.348,003850,4/19/2010,Sandpoint Independent Hd,1370,Sandpoint Independent Hd,1370,,SYSTEM,2013
54982,,4.09,005050,8.67,005050,1/1/1978,Burley Hd,880,Burley Hd,880,,SYSTEM,2013
54983,,4.097,004875,4.257,004875,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54984,,4.107,004525,4.359,004525,1/1/2011,Nampa,2780,Nampa,2780,,SYSTEM,2013
54985,,4.114,004820,6.617,004820,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54986,,4.121,005690,7.64,005690,1/1/1978,Jerome Hd,1140,Jerome Hd,1140,,SYSTEM,2013
54987,,4.124,006990,4.359,006990,3/5/2009,Nez Perce County,350,Nez Perce County,350,,SYSTEM,2013
54988,,4.153,025274,4.747,025274,4/12/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54989,,4.206,001021,4.268,001021,10/31/2004,Mountain Home,2730,Mountain Home,2730,,SYSTEM,2013
54990,,4.212,003950,5.261,003950,11/1/2010,Iona,2390,Iona,2390,,SYSTEM,2013
54991,,4.213,006340,4.716,006340,2/3/2010,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2013
54992,,4.224,004320,4.49,004320,9/1/2006,Ammon,1560,Ammon,1560,,SYSTEM,2013
54993,,4.248,005650,8.6,005650,1/1/1978,Wendell Hd,1440,Wendell Hd,1440,,SYSTEM,2013
54994,,4.252,002640,4.738,002640,4/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54995,,4.257,004875,5.263,004875,1/1/2011,Caldwell,1740,Caldwell,1740,,SYSTEM,2013
54996,,4.266,002700,5.455,002700,1/1/1900,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
54997,,4.325,004538,4.577,004538,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
54998,,4.327,003720,4.623,003720,7/1/2010,Hailey,2220,Hailey,2220,,SYSTEM,2013
54999,,4.359,004525,4.608,004525,1/1/2011,Canyon Hd #4,890,Canyon Hd #4,890,,SYSTEM,2013
55000,,4.359,006990,5.135,006990,3/5/2009,Lewiston,2550,Lewiston,2550,,SYSTEM,2013
55001,,4.375,004554,4.625,004554,12/22/1981,Nampa,2780,Nampa,2780,,SYSTEM,2013
55002,,4.399,002580,4.788,002580,1/1/2010,Nampa Hd #1,1250,Nampa Hd #1,1250,,SYSTEM,2013
55003,,4.42,004470,5.17,004470,1/1/1978,Bonners Ferry,1690,Bonners Ferry,1690,,SYSTEM,2013
